romA,addressA,romB,addressB,certainty,author,note,enabled
USA,0x136cc4,JP,0x1368f0,5,octorock,Pointer at USA 0x136ea0,False
USA,0x136cc4,DEMO,0x137714,5,octorock,Pointer at USA 0x136ea0,False
USA,0x136be8,JP,0x136814,5,octorock,Pointer at USA 0x136e90,False
USA,0x136be8,DEMO,0x137638,5,octorock,Pointer at USA 0x136e90,False
USA,0x136b20,JP,0x13674c,5,octorock,Pointer at USA 0x136e80,False
USA,0x136b20,DEMO,0x137570,5,octorock,Pointer at USA 0x136e80,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136e70,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136e70,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136e60,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136e60,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136e50,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136e50,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136e54,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136e54,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136e64,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136e64,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136e74,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136e74,False
USA,0x136b5c,JP,0x136788,5,octorock,Pointer at USA 0x136e84,False
USA,0x136b5c,DEMO,0x1375ac,5,octorock,Pointer at USA 0x136e84,False
USA,0x136c10,JP,0x13683c,5,octorock,Pointer at USA 0x136e94,False
USA,0x136c10,DEMO,0x137660,5,octorock,Pointer at USA 0x136e94,False
USA,0x136d00,JP,0x13692c,4,octorock,Pointer at USA 0x136ea4,False
USA,0x136d00,DEMO,0x137750,4,octorock,Pointer at USA 0x136ea4,False
USA,0x136dc8,JP,0x1369f4,5,octorock,Pointer at USA 0x136eb4,False
USA,0x136dc8,DEMO,0x137818,5,octorock,Pointer at USA 0x136eb4,False
USA,0x136ec0,JP,0x136aec,5,octorock,Pointer at USA 0x136fd8,False
USA,0x136ec0,DEMO,0x137910,5,octorock,Pointer at USA 0x136fd8,False
USA,0x136ee8,JP,0x136b14,5,octorock,Pointer at USA 0x136fe8,False
USA,0x136ee8,DEMO,0x137938,5,octorock,Pointer at USA 0x136fe8,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136ff8,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136ff8,False
USA,0x136f88,JP,0x136bb4,5,octorock,Pointer at USA 0x137008,False
USA,0x136f88,DEMO,0x1379d8,5,octorock,Pointer at USA 0x137008,False
USA,0x136fb0,JP,0x136bdc,5,octorock,Pointer at USA 0x13700c,False
USA,0x136fb0,DEMO,0x137a00,5,octorock,Pointer at USA 0x13700c,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136ffc,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136ffc,False
USA,0x133fc8,JP,0x133bf4,6,octorock,Pointer at USA 0x136fec,False
USA,0x133fc8,DEMO,0x134a18,6,octorock,Pointer at USA 0x136fec,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136fdc,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136fdc,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136fe0,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136fe0,False
USA,0x136f10,JP,0x136b3c,5,octorock,Pointer at USA 0x136ff0,False
USA,0x136f10,DEMO,0x137960,5,octorock,Pointer at USA 0x136ff0,False
USA,0x136f38,JP,0x136b64,5,octorock,Pointer at USA 0x137000,False
USA,0x136f38,DEMO,0x137988,5,octorock,Pointer at USA 0x137000,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137010,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137010,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137014,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137014,False
USA,0x136f60,JP,0x136b8c,5,octorock,Pointer at USA 0x137004,False
USA,0x136f60,DEMO,0x1379b0,5,octorock,Pointer at USA 0x137004,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136ff4,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136ff4,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x136fe4,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x136fe4,False
USA,0x137018,JP,0x136c44,5,octorock,Pointer at USA 0x137248,False
USA,0x137018,DEMO,0x137a68,5,octorock,Pointer at USA 0x137248,False
USA,0x1370b8,JP,0x136ce4,5,octorock,Pointer at USA 0x137258,False
USA,0x1370b8,DEMO,0x137b08,5,octorock,Pointer at USA 0x137258,False
USA,0x137144,JP,0x136d70,5,octorock,Pointer at USA 0x137268,False
USA,0x137144,DEMO,0x137b94,5,octorock,Pointer at USA 0x137268,False
USA,0x1371e4,JP,0x136e10,5,octorock,Pointer at USA 0x137278,False
USA,0x1371e4,DEMO,0x137c34,5,octorock,Pointer at USA 0x137278,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137288,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137288,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137298,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137298,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x13729c,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x13729c,False
USA,0x137234,JP,0x136e60,5,octorock,Pointer at USA 0x13728c,False
USA,0x137234,DEMO,0x137c84,5,octorock,Pointer at USA 0x13728c,False
USA,0x13720c,JP,0x136e38,5,octorock,Pointer at USA 0x13727c,False
USA,0x13720c,DEMO,0x137c5c,5,octorock,Pointer at USA 0x13727c,False
USA,0x13716c,JP,0x136d98,5,octorock,Pointer at USA 0x13726c,False
USA,0x13716c,DEMO,0x137bbc,5,octorock,Pointer at USA 0x13726c,False
USA,0x1370e0,JP,0x136d0c,5,octorock,Pointer at USA 0x13725c,False
USA,0x1370e0,DEMO,0x137b30,5,octorock,Pointer at USA 0x13725c,False
USA,0x137040,JP,0x136c6c,5,octorock,Pointer at USA 0x13724c,False
USA,0x137040,DEMO,0x137a90,5,octorock,Pointer at USA 0x13724c,False
USA,0x137068,JP,0x136c94,5,octorock,Pointer at USA 0x137250,False
USA,0x137068,DEMO,0x137ab8,5,octorock,Pointer at USA 0x137250,False
USA,0x1370f4,JP,0x136d20,5,octorock,Pointer at USA 0x137260,False
USA,0x1370f4,DEMO,0x137b44,5,octorock,Pointer at USA 0x137260,False
USA,0x137194,JP,0x136dc0,5,octorock,Pointer at USA 0x137270,False
USA,0x137194,DEMO,0x137be4,5,octorock,Pointer at USA 0x137270,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137280,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137280,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137290,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137290,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x1372a0,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x1372a0,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x1372a4,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x1372a4,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137294,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137294,False
USA,0x133fc8,JP,0x133bf4,5,octorock,Pointer at USA 0x137284,False
USA,0x133fc8,DEMO,0x134a18,5,octorock,Pointer at USA 0x137284,False
USA,0x1371bc,JP,0x136de8,5,octorock,Pointer at USA 0x137274,False
USA,0x1371bc,DEMO,0x137c0c,5,octorock,Pointer at USA 0x137274,False
USA,0x13711c,JP,0x136d48,5,octorock,Pointer at USA 0x137264,False
USA,0x13711c,DEMO,0x137b6c,5,octorock,Pointer at USA 0x137264,False
USA,0x137090,JP,0x136cbc,5,octorock,Pointer at USA 0x137254,False
USA,0x137090,DEMO,0x137ae0,5,octorock,Pointer at USA 0x137254,False
USA,0xe4c6,JP,0xe4cc,5,octorock,first addition to JP,True
DEMO,0xe4c6,JP,0xe4cc,5,octorock,first addition to JP,True
USA,0x7f3f9,JP,0x7f235,5,octorock,Pointer at USA 0xe4ca,False
USA,0x7f3f9,DEMO,0x7f00d,5,octorock,Pointer at USA 0xe4ca,False
DEMO,0x13b484,USA,0x13aa54,5,octorock,Here are a few less pointers in DEMO,True
JP,0xe506,DEMO,0xe4fa,1,octorock,Only in JP,True
JP,0xe506,USA,0xe4fa,1,octorock,Only in JP,True
JP,0x7f235,DEMO,0x7f00d,5,octorock,Pointer at JP 0xe530,False
JP,0x7f235,USA,0x7f3f9,5,octorock,Pointer at JP 0xe530,False
USA,0x7f3f9,JP,0x7f235,5,octorock,Pointer at USA 0xe564,False
USA,0x7f3f9,DEMO,0x7f00d,5,octorock,Pointer at USA 0xe564,False
USA,0x53495,JP,0x53319,5,octorock,Pointer at USA 0xe57a,False
USA,0x53495,DEMO,0x53405,5,octorock,Pointer at USA 0xe57a,False
USA,0x53c85,JP,0x53b09,5,octorock,Pointer at USA 0xe5bc,False
USA,0x53c85,DEMO,0x53bf5,5,octorock,Pointer at USA 0xe5bc,False
USA,0x7f421,JP,0x7f25d,5,octorock,Pointer at USA 0xe5ee,False
USA,0x7f421,DEMO,0x7f035,5,octorock,Pointer at USA 0xe5ee,False
USA,0x7f355,JP,0x7f191,5,octorock,Pointer at USA 0xe60e,False
USA,0x7f355,DEMO,0x7ef69,5,octorock,Pointer at USA 0xe60e,False
USA,0x752ad,JP,0x750e9,5,octorock,Pointer at USA 0xe61e,False
USA,0x752ad,DEMO,0x75205,5,octorock,Pointer at USA 0xe61e,False
USA,0x791d1,JP,0x7900d,5,octorock,Pointer at USA 0xe626,False
USA,0x791d1,DEMO,0x79129,5,octorock,Pointer at USA 0xe626,False
USA,0x7f355,JP,0x7f191,5,octorock,Pointer at USA 0xe63a,False
USA,0x7f355,DEMO,0x7ef69,5,octorock,Pointer at USA 0xe63a,False
USA,0x752ad,JP,0x750e9,5,octorock,Pointer at USA 0xe64a,False
USA,0x752ad,DEMO,0x75205,5,octorock,Pointer at USA 0xe64a,False
USA,0x791d1,JP,0x7900d,5,octorock,Pointer at USA 0xe652,False
USA,0x791d1,DEMO,0x79129,5,octorock,Pointer at USA 0xe652,False
USA,0x7f355,JP,0x7f191,5,octorock,Pointer at USA 0xe666,False
USA,0x7f355,DEMO,0x7ef69,5,octorock,Pointer at USA 0xe666,False
USA,0x752ad,JP,0x750e9,5,octorock,Pointer at USA 0xe676,False
USA,0x752ad,DEMO,0x75205,5,octorock,Pointer at USA 0xe676,False
USA,0x791d1,JP,0x7900d,5,octorock,Pointer at USA 0xe67e,False
USA,0x791d1,DEMO,0x79129,5,octorock,Pointer at USA 0xe67e,False
USA,0x7f355,JP,0x7f191,5,octorock,Pointer at USA 0xe692,False
USA,0x7f355,DEMO,0x7ef69,5,octorock,Pointer at USA 0xe692,False
USA,0x752ad,JP,0x750e9,5,octorock,Pointer at USA 0xe6a2,False
USA,0x752ad,DEMO,0x75205,5,octorock,Pointer at USA 0xe6a2,False
USA,0x791d1,JP,0x7900d,5,octorock,Pointer at USA 0xe6aa,False
USA,0x791d1,DEMO,0x79129,5,octorock,Pointer at USA 0xe6aa,False
USA,0x60091,JP,0x5fed1,5,octorock,Pointer at USA 0xe6b4,False
USA,0x60091,DEMO,0x5ffe9,5,octorock,Pointer at USA 0xe6b4,False
USA,0x60159,JP,0x5ff99,5,octorock,Pointer at USA 0xe6c8,False
USA,0x60159,DEMO,0x600b1,5,octorock,Pointer at USA 0xe6c8,False
USA,0x6025d,JP,0x6009d,5,octorock,Pointer at USA 0xe6d8,False
USA,0x6025d,DEMO,0x601b5,5,octorock,Pointer at USA 0xe6d8,False
USA,0x6adfd,JP,0x6ac3d,5,octorock,Pointer at USA 0xe6ec,False
USA,0x6adfd,DEMO,0x6ad55,5,octorock,Pointer at USA 0xe6ec,False
USA,0x6aee5,JP,0x6ad25,5,octorock,Pointer at USA 0xe700,False
USA,0x6aee5,DEMO,0x6ae3d,5,octorock,Pointer at USA 0xe700,False
USA,0x6afe9,JP,0x6ae29,5,octorock,Pointer at USA 0xe70e,False
USA,0x6afe9,DEMO,0x6af41,5,octorock,Pointer at USA 0xe70e,False
USA,0x6af61,JP,0x6ada1,5,octorock,Pointer at USA 0xe74a,False
USA,0x6af61,DEMO,0x6aeb9,5,octorock,Pointer at USA 0xe74a,False
USA,0x6afe9,JP,0x6ae29,5,octorock,Pointer at USA 0xe754,False
USA,0x6afe9,DEMO,0x6af41,5,octorock,Pointer at USA 0xe754,False
USA,0x6aee5,JP,0x6ad25,5,octorock,Pointer at USA 0xe79a,False
USA,0x6aee5,DEMO,0x6ae3d,5,octorock,Pointer at USA 0xe79a,False
USA,0x6afe9,JP,0x6ae29,5,octorock,Pointer at USA 0xe7aa,False
USA,0x6afe9,DEMO,0x6af41,5,octorock,Pointer at USA 0xe7aa,False
USA,0x6af71,JP,0x6adb1,5,octorock,Pointer at USA 0xe7ce,False
USA,0x6af71,DEMO,0x6aec9,5,octorock,Pointer at USA 0xe7ce,False
USA,0x6af79,JP,0x6adb9,5,octorock,Pointer at USA 0xe7de,False
USA,0x6af79,DEMO,0x6aed1,5,octorock,Pointer at USA 0xe7de,False
USA,0x6af61,JP,0x6ada1,5,octorock,Pointer at USA 0xe7c4,False
USA,0x6af61,DEMO,0x6aeb9,5,octorock,Pointer at USA 0xe7c4,False
USA,0x6c675,JP,0x6c4b1,5,octorock,Pointer at USA 0xe7f8,True
USA,0x6c675,DEMO,0x6c5cd,5,octorock,Pointer at USA 0xe7f8,False
USA,0x6c70d,JP,0x6c549,5,octorock,Pointer at USA 0xe812,False
USA,0x6c70d,DEMO,0x6c665,5,octorock,Pointer at USA 0xe812,False
USA,0x7f855,JP,0x7f691,5,octorock,Pointer at USA 0xe850,False
USA,0x7f855,DEMO,0x7f469,5,octorock,Pointer at USA 0xe850,False
USA,0x7f855,JP,0x7f691,5,octorock,Pointer at USA 0xe846,False
USA,0x7f855,DEMO,0x7f469,5,octorock,Pointer at USA 0xe846,False
USA,0x7f855,JP,0x7f691,5,octorock,Pointer at USA 0xe85a,False
USA,0x7f855,DEMO,0x7f469,5,octorock,Pointer at USA 0xe85a,False
USA,0x7f855,JP,0x7f691,5,octorock,Pointer at USA 0xe87a,False
USA,0x7f855,DEMO,0x7f469,5,octorock,Pointer at USA 0xe87a,False
USA,0x6c579,JP,0x6c3b5,5,octorock,Pointer at USA 0xe89e,True
USA,0x6c579,DEMO,0x6c4d1,5,octorock,Pointer at USA 0xe89e,False
USA,0x7f855,JP,0x7f691,5,octorock,Pointer at USA 0xe8ac,False
USA,0x7f855,DEMO,0x7f469,5,octorock,Pointer at USA 0xe8ac,False
USA,0x6c589,JP,0x6c3c5,5,octorock,Pointer at USA 0xe8d0,False
USA,0x6c589,DEMO,0x6c4e1,5,octorock,Pointer at USA 0xe8d0,False
USA,0x7f855,JP,0x7f691,5,octorock,Pointer at USA 0xe8de,False
USA,0x7f855,DEMO,0x7f469,5,octorock,Pointer at USA 0xe8de,False
USA,0x6c599,JP,0x6c3d5,5,octorock,Pointer at USA 0xe902,False
USA,0x6c599,DEMO,0x6c4f1,5,octorock,Pointer at USA 0xe902,False
USA,0x6c4f9,JP,0x6c335,5,octorock,Pointer at USA 0xe924,True
USA,0x6c4f9,DEMO,0x6c451,5,octorock,Pointer at USA 0xe924,False
JP,0x6c2e5,USA,0x6c4a9,5,octorock,Pointer at JP 0xe950,True
JP,0x6c2e5,DEMO,0x6c401,5,octorock,Pointer at JP 0xe950,True
USA,0x6c4dd,JP,0x6c319,5,octorock,Pointer at USA 0xe94e,False
USA,0x6c4dd,DEMO,0x6c435,5,octorock,Pointer at USA 0xe94e,False
USA,0x6b261,JP,0x6b0a1,5,octorock,Pointer at USA 0xe98c,False
USA,0x6b261,DEMO,0x6b1b9,5,octorock,Pointer at USA 0xe98c,False
USA,0x7f2d5,JP,0x7f111,5,octorock,Pointer at USA 0xe982,False
USA,0x7f2d5,DEMO,0x7eee9,5,octorock,Pointer at USA 0xe982,False
USA,0xe9f4,JP,0xea00,5,octorock,Pointer at USA 0xe99c,False
USA,0xe9f4,DEMO,0xe9f4,5,octorock,Pointer at USA 0xe99c,False
USA,0x791bd,JP,0x78ff9,5,octorock,Pointer at USA 0xea16,False
USA,0x791bd,DEMO,0x79115,5,octorock,Pointer at USA 0xea16,False
USA,0x791bd,JP,0x78ff9,5,octorock,Pointer at USA 0xea4c,False
USA,0x791bd,DEMO,0x79115,5,octorock,Pointer at USA 0xea4c,False
USA,0x6ce5d,JP,0x6cc99,5,octorock,Pointer at USA 0xea58,False
USA,0x6ce5d,DEMO,0x6cdb5,5,octorock,Pointer at USA 0xea58,False
USA,0x7f3d9,JP,0x7f215,5,octorock,Pointer at USA 0xea76,False
USA,0x7f3d9,DEMO,0x7efed,5,octorock,Pointer at USA 0xea76,False
USA,0x7f2d5,JP,0x7f111,5,octorock,Pointer at USA 0xea80,False
USA,0x7f2d5,DEMO,0x7eee9,5,octorock,Pointer at USA 0xea80,False
USA,0x6ce81,JP,0x6ccbd,5,octorock,Pointer at USA 0xea8a,False
USA,0x6ce81,DEMO,0x6cdd9,5,octorock,Pointer at USA 0xea8a,False
USA,0x7f2d5,JP,0x7f111,5,octorock,Pointer at USA 0xea98,False
USA,0x7f2d5,DEMO,0x7eee9,5,octorock,Pointer at USA 0xea98,False
USA,0x6c09d,JP,0x6bedd,5,octorock,Pointer at USA 0xeaaa,False
USA,0x6c09d,DEMO,0x6bff5,5,octorock,Pointer at USA 0xeaaa,False
USA,0x6c029,JP,0x6be69,5,octorock,Pointer at USA 0xeaca,False
USA,0x6c029,DEMO,0x6bf81,5,octorock,Pointer at USA 0xeaca,False
USA,0x6c00d,JP,0x6be4d,5,octorock,Pointer at USA 0xead6,False
USA,0x6c00d,DEMO,0x6bf65,5,octorock,Pointer at USA 0xead6,False
USA,0x6c039,JP,0x6be79,5,octorock,Pointer at USA 0xeae4,False
USA,0x6c039,DEMO,0x6bf91,5,octorock,Pointer at USA 0xeae4,False
USA,0x6c871,JP,0x6c6ad,5,octorock,Pointer at USA 0xeafc,False
USA,0x6c871,DEMO,0x6c7c9,5,octorock,Pointer at USA 0xeafc,False
USA,0x6c90d,JP,0x6c749,5,octorock,Pointer at USA 0xeb1a,False
USA,0x6c90d,DEMO,0x6c865,5,octorock,Pointer at USA 0xeb1a,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xeb30,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xeb30,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xeb3e,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xeb3e,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xeb50,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xeb50,False
USA,0x62049,JP,0x61e89,5,octorock,Pointer at USA 0xeb56,False
USA,0x62049,DEMO,0x61fa1,5,octorock,Pointer at USA 0xeb56,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xeb68,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xeb68,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xeb76,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xeb76,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xeb88,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xeb88,False
USA,0x62049,JP,0x61e89,5,octorock,Pointer at USA 0xeb8e,False
USA,0x62049,DEMO,0x61fa1,5,octorock,Pointer at USA 0xeb8e,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xeb9c,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xeb9c,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xeba8,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xeba8,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xebb6,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xebb6,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xebc4,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xebc4,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xebd2,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xebd2,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xebe0,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xebe0,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xebee,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xebee,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xec00,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xec00,False
USA,0x62049,JP,0x61e89,5,octorock,Pointer at USA 0xec06,False
USA,0x62049,DEMO,0x61fa1,5,octorock,Pointer at USA 0xec06,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xec18,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xec18,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xec26,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xec26,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xec38,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xec38,False
USA,0x62049,JP,0x61e89,5,octorock,Pointer at USA 0xec3e,False
USA,0x62049,DEMO,0x61fa1,5,octorock,Pointer at USA 0xec3e,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xec4c,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xec4c,False
USA,0x61e71,JP,0x61cb1,5,octorock,Pointer at USA 0xec58,False
USA,0x61e71,DEMO,0x61dc9,5,octorock,Pointer at USA 0xec58,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xec66,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xec66,False
USA,0x61fd9,JP,0x61e19,5,octorock,Pointer at USA 0xec78,False
USA,0x61fd9,DEMO,0x61f31,5,octorock,Pointer at USA 0xec78,False
USA,0x62049,JP,0x61e89,5,octorock,Pointer at USA 0xec7e,False
USA,0x62049,DEMO,0x61fa1,5,octorock,Pointer at USA 0xec7e,False
USA,0x61fb9,JP,0x61df9,5,octorock,Pointer at USA 0xec92,False
USA,0x61fb9,DEMO,0x61f11,5,octorock,Pointer at USA 0xec92,False
USA,0x639d1,JP,0x63811,5,octorock,Pointer at USA 0xed08,False
USA,0x639d1,DEMO,0x63929,5,octorock,Pointer at USA 0xed08,False
USA,0x63851,JP,0x63691,5,octorock,Pointer at USA 0xed16,False
USA,0x63851,DEMO,0x637a9,5,octorock,Pointer at USA 0xed16,False
USA,0x63945,JP,0x63785,5,octorock,Pointer at USA 0xed36,False
USA,0x63945,DEMO,0x6389d,5,octorock,Pointer at USA 0xed36,False
USA,0x63851,JP,0x63691,5,octorock,Pointer at USA 0xed2c,False
USA,0x63851,DEMO,0x637a9,5,octorock,Pointer at USA 0xed2c,False
USA,0x63875,JP,0x636b5,5,octorock,Pointer at USA 0xed4a,False
USA,0x63875,DEMO,0x637cd,5,octorock,Pointer at USA 0xed4a,False
USA,0x63851,JP,0x63691,5,octorock,Pointer at USA 0xed50,False
USA,0x63851,DEMO,0x637a9,5,octorock,Pointer at USA 0xed50,False
USA,0x64cc1,JP,0x64b01,5,octorock,Pointer at USA 0xed60,False
USA,0x64cc1,DEMO,0x64c19,5,octorock,Pointer at USA 0xed60,False
USA,0x64cd9,JP,0x64b19,5,octorock,Pointer at USA 0xed7e,False
USA,0x64cd9,DEMO,0x64c31,5,octorock,Pointer at USA 0xed7e,False
USA,0x6aee5,JP,0x6ad25,5,octorock,Pointer at USA 0xedae,False
USA,0x6aee5,DEMO,0x6ae3d,5,octorock,Pointer at USA 0xedae,False
USA,0x7df29,JP,0x7dd65,5,octorock,Pointer at USA 0xedbc,False
USA,0x7df29,DEMO,0x7db3d,5,octorock,Pointer at USA 0xedbc,False
USA,0x7f421,JP,0x7f25d,5,octorock,Pointer at USA 0xedf8,False
USA,0x7f421,DEMO,0x7f035,5,octorock,Pointer at USA 0xedf8,False
USA,0x7df51,JP,0x7dd8d,5,octorock,Pointer at USA 0xee04,False
USA,0x7df51,DEMO,0x7db65,5,octorock,Pointer at USA 0xee04,False
USA,0x6af61,JP,0x6ada1,5,octorock,Pointer at USA 0xee20,False
USA,0x6af61,DEMO,0x6aeb9,5,octorock,Pointer at USA 0xee20,False
USA,0x6aed9,JP,0x6ad19,5,octorock,Pointer at USA 0xee30,False
USA,0x6aed9,DEMO,0x6ae31,5,octorock,Pointer at USA 0xee30,False
USA,0x7df51,JP,0x7dd8d,5,octorock,Pointer at USA 0xee46,False
USA,0x7df51,DEMO,0x7db65,5,octorock,Pointer at USA 0xee46,False
USA,0x6aee5,JP,0x6ad25,5,octorock,Pointer at USA 0xee6e,False
USA,0x6aee5,DEMO,0x6ae3d,5,octorock,Pointer at USA 0xee6e,False
USA,0x7df29,JP,0x7dd65,5,octorock,Pointer at USA 0xee7c,False
USA,0x7df29,DEMO,0x7db3d,5,octorock,Pointer at USA 0xee7c,False
USA,0x7f421,JP,0x7f25d,5,octorock,Pointer at USA 0xeeb8,False
USA,0x7f421,DEMO,0x7f035,5,octorock,Pointer at USA 0xeeb8,False
USA,0x7df51,JP,0x7dd8d,5,octorock,Pointer at USA 0xeec4,False
USA,0x7df51,DEMO,0x7db65,5,octorock,Pointer at USA 0xeec4,False
USA,0x6af61,JP,0x6ada1,5,octorock,Pointer at USA 0xeee0,False
USA,0x6af61,DEMO,0x6aeb9,5,octorock,Pointer at USA 0xeee0,False
USA,0x6aed9,JP,0x6ad19,5,octorock,Pointer at USA 0xeef0,False
USA,0x6aed9,DEMO,0x6ae31,5,octorock,Pointer at USA 0xeef0,False
USA,0x7df51,JP,0x7dd8d,5,octorock,Pointer at USA 0xef06,False
USA,0x7df51,DEMO,0x7db65,5,octorock,Pointer at USA 0xef06,False
USA,0x791bd,JP,0x78ff9,5,octorock,Pointer at USA 0xef3a,False
USA,0x791bd,DEMO,0x79115,5,octorock,Pointer at USA 0xef3a,False
USA,0x869a5,JP,0x867c5,5,octorock,Pointer at USA 0xef52,False
USA,0x869a5,DEMO,0x865b9,5,octorock,Pointer at USA 0xef52,False
USA,0xef9c,JP,0xefa8,5,octorock,Pointer at USA 0xef6e,False
